date,nav,daily_return
2016-02-16,1.01412454,0.0012734669
2016-02-17,1.0141112561,-1.30989e-05
2016-02-18,1.0150711805,0.0009465672
2016-02-19,1.0149374602,-0.0001317349
2016-02-22,1.0163045388,0.0013469584
2016-02-23,1.0158783703,-0.0004193315
2016-02-24,1.0155711149,-0.0003024529
2016-02-25,1.0137189231,-0.0018237933
2016-02-26,1.0153443295,0.0016034094
2016-02-29,1.0148480989,-0.0004887314
2016-03-01,1.016152771,0.0012855836
2016-03-02,1.0197285359,0.0035189245
2016-03-03,1.0200652161,0.0003301665
2016-03-04,1.0214745212,0.0013815833
2016-03-07,1.0216824575,0.0002035649
2016-03-08,1.0212730273,-0.0004007411
2016-03-09,1.0211283321,-0.0001416812
2016-03-10,1.0202201927,-0.000889349
2016-03-11,1.0210074286,0.0007716334
2016-03-14,1.0224080405,0.001371794
2016-03-15,1.0224088076,7.503e-07
2016-03-16,1.0230160376,0.0005939209
2016-03-17,1.0240765991,0.0010367008
2016-03-18,1.0248533998,0.0007585377
2016-03-21,1.0264194291,0.0015280521
2016-03-22,1.0262204416,-0.0001938657
2016-03-23,1.0261326632,-8.55357e-05
2016-03-24,1.0247999556,-0.0012987674
2016-03-25,1.0251979319,0.0003883454
2016-03-28,1.0249106684,-0.000280203
2016-03-29,1.0244420658,-0.0004572131
2016-03-30,1.0267597915,0.0022624273
2016-03-31,1.0265866894,-0.0001685907
2016-04-01,1.0258176036,-0.0007491678
2016-04-05,1.0256131621,-0.0001992962
2016-04-06,1.0258191796,0.0002008725
2016-04-07,1.0252922906,-0.0005136275
2016-04-08,1.0254395988,0.0001436743
2016-04-11,1.0265088972,0.0010427707
2016-04-12,1.0267349257,0.0002201915
2016-04-13,1.029615746,0.0028058072
2016-04-14,1.0308078148,0.0011577803
2016-04-15,1.0307853511,-2.17923e-05
2016-04-18,1.0297829601,-0.0009724537
2016-04-19,1.0309101042,0.0010945453
2016-04-20,1.0294312316,-0.0014345311
2016-04-21,1.030724876,0.0012566594
2016-04-22,1.0307736591,4.73289e-05
2016-04-25,1.0304185901,-0.0003444685
2016-04-26,1.0308907425,0.0004582141
2016-04-27,1.0306462943,-0.0002371232
2016-04-28,1.0308018663,0.0001509461
2016-04-29,1.0292805854,-0.0014758228
2016-05-03,1.0289374863,-0.0003333387
2016-05-04,1.0287262212,-0.0002053236
2016-05-05,1.028837879,0.0001085399
2016-05-06,1.0265838778,-0.0021908226
2016-05-09,1.0256129247,-0.0009458098
2016-05-10,1.0261999858,0.0005724002
2016-05-11,1.0258481078,-0.0003428941
2016-05-12,1.0253733843,-0.000462762
2016-05-13,1.0247852892,-0.0005735424
2016-05-16,1.0261144177,0.0012969825
2016-05-17,1.0266434636,0.0005155817
2016-05-18,1.0254169339,-0.0011946988
2016-05-19,1.0254120334,-4.779e-06
2016-05-20,1.0264607959,0.0010227718
2016-05-23,1.0266259012,0.0001608491
2016-05-24,1.0263384984,-0.0002799489
2016-05-25,1.0284814788,0.0020879859
2016-05-26,1.0285807776,9.6549e-05
2016-05-27,1.0291763071,0.0005789817
2016-05-30,1.0300989556,0.0008964921
2016-05-31,1.03286239,0.0026826883
2016-06-01,1.0324995199,-0.0003513247
2016-06-02,1.0328622451,0.0003513078
2016-06-03,1.0337974405,0.0009054406
2016-06-06,1.0338322648,3.36859e-05
2016-06-07,1.0353653946,0.0014829579
2016-06-08,1.0351601831,-0.0001982019
2016-06-13,1.0323768487,-0.0026887959
2016-06-14,1.0320818434,-0.0002857535
2016-06-15,1.0334585882,0.0013339493
2016-06-16,1.0316230299,-0.0017761315
2016-06-17,1.0325747586,0.0009225548
2016-06-20,1.0337301173,0.0011189105
2016-06-21,1.0341518909,0.0004080113
2016-06-22,1.0358281397,0.0016208922
2016-06-23,1.0358283687,2.211e-07
2016-06-24,1.0327268179,-0.0029942709
2016-06-27,1.0340896846,0.0013196779
2016-06-28,1.0348395867,0.0007251809
2016-06-29,1.0364366429,0.0015432886
2016-06-30,1.0378681221,0.0013811546
2016-07-01,1.0380877103,0.0002115762
2016-07-04,1.0405435337,0.0023657186
2016-07-05,1.0398951142,-0.0006231547
2016-07-06,1.0394457476,-0.0004321268
2016-07-07,1.0402751406,0.0007979185
2016-07-08,1.0396160054,-0.0006336162
2016-07-11,1.0411035373,0.0014308474
2016-07-12,1.0440884097,0.0028670275
2016-07-13,1.0447872745,0.000669354
2016-07-14,1.0455467333,0.0007269028
2016-07-15,1.0459432687,0.0003792613
2016-07-18,1.0464470103,0.0004816146
2016-07-19,1.0457981587,-0.000620052
2016-07-20,1.0462992399,0.0004791375
2016-07-21,1.0469417756,0.0006141032
2016-07-22,1.0460345961,-0.0008665043
2016-07-25,1.0465774671,0.00051898
2016-07-26,1.0477803742,0.0011493722
2016-07-27,1.0468415447,-0.0008960174
2016-07-28,1.0464690804,-0.0003557982
2016-07-29,1.0451348304,-0.0012750018
2016-08-01,1.0451360956,1.2105e-06
2016-08-02,1.0455489032,0.0003949798
2016-08-03,1.0442416624,-0.0012502914
2016-08-04,1.0450916804,0.000814005
2016-08-05,1.0463755159,0.0012284429
2016-08-08,1.0487211391,0.0022416649
2016-08-09,1.049205969,0.0004623058
2016-08-10,1.0487579111,-0.0004270447
2016-08-11,1.0491438705,0.0003680157
2016-08-12,1.0520090689,0.0027309871
2016-08-15,1.055129084,0.0029657682
2016-08-16,1.0544678747,-0.000626662
2016-08-17,1.0538788485,-0.0005586004
2016-08-18,1.0551036532,0.0011621874
2016-08-19,1.0549635737,-0.0001327637
2016-08-22,1.0551340471,0.0001615917
2016-08-23,1.0554117311,0.0002631742
2016-08-24,1.0542560951,-0.0010949623
2016-08-25,1.054133557,-0.0001162318
2016-08-26,1.0544291369,0.0002804008
2016-08-29,1.0547374419,0.0002923905
2016-08-30,1.0554937322,0.0007170413
2016-08-31,1.055455103,-3.65983e-05
2016-09-01,1.055294641,-0.0001520311
2016-09-02,1.056011777,0.00067956
2016-09-05,1.0578690562,0.0017587675
2016-09-06,1.0587867019,0.0008674473
2016-09-07,1.0588208867,3.22868e-05
2016-09-08,1.0599959303,0.0011097661
2016-09-09,1.0598896632,-0.0001002524
2016-09-12,1.0566299915,-0.0030754821
2016-09-13,1.0557052402,-0.0008751893
2016-09-14,1.0551346633,-0.0005404699
2016-09-19,1.0569312539,0.0017027122
2016-09-20,1.0564154217,-0.0004880471
2016-09-21,1.0575996428,0.0011209806
2016-09-22,1.0585298138,0.0008795114
2016-09-23,1.058087737,-0.0004176329
2016-09-26,1.0559100576,-0.0020581274
2016-09-27,1.0567695947,0.0008140249
2016-09-28,1.0572083364,0.0004151725
2016-09-29,1.0582872805,0.0010205596
2016-09-30,1.0573278547,-0.0009065835
2016-10-10,1.0594146099,0.0019736122
2016-10-11,1.0611074889,0.0015979381
2016-10-12,1.0606083711,-0.0004703744
2016-10-13,1.0593740207,-0.0011638135
2016-10-14,1.0602133408,0.0007922793
2016-10-17,1.0592406527,-0.0009174456
2016-10-18,1.0616425543,0.0022675693
2016-10-19,1.0614127525,-0.0002164588
2016-10-20,1.0619222489,0.0004800172
2016-10-21,1.0626429084,0.0006786368
2016-10-24,1.0646980009,0.0019339446
2016-10-25,1.0646640487,-3.18891e-05
2016-10-26,1.0635111597,-0.0010828664
2016-10-27,1.0627954371,-0.0006729808
2016-10-28,1.0622386328,-0.0005239054
2016-10-31,1.0619283681,-0.0002920857
2016-11-01,1.0632803277,0.0012731174
2016-11-02,1.0610584845,-0.0020896118
2016-11-03,1.0615425912,0.0004562488
2016-11-04,1.0612004492,-0.0003223065
2016-11-07,1.0626189293,0.001336675
2016-11-08,1.0634454781,0.0007778413
2016-11-09,1.0613602132,-0.0019608574
2016-11-10,1.0633909381,0.001913323
2016-11-11,1.0632630538,-0.0001202609
2016-11-14,1.063159755,-9.71526e-05
2016-11-15,1.0636253954,0.0004379778
2016-11-16,1.0636497503,2.2898e-05
2016-11-17,1.063860215,0.0001978703
2016-11-18,1.0638327106,-2.58535e-05
2016-11-21,1.0652623427,0.0013438505
2016-11-22,1.066916638,0.0015529463
2016-11-23,1.0671534052,0.0002219173
2016-11-24,1.0673266344,0.0001623283
2016-11-25,1.0686494665,0.0012393883
2016-11-28,1.0692088099,0.0005234115
2016-11-29,1.0695612437,0.0003296211
2016-11-30,1.0695179959,-4.04351e-05
2016-12-01,1.0703824633,0.0008082776
2016-12-02,1.0684308461,-0.0018232895
2016-12-05,1.067344666,-0.0010166124
2016-12-06,1.0675506396,0.0001929775
2016-12-07,1.0690396039,0.0013947482
2016-12-08,1.0691737964,0.0001255262
2016-12-09,1.0698685194,0.0006497755
2016-12-12,1.0673071671,-0.0023940814
2016-12-13,1.067232315,-7.01317e-05
2016-12-14,1.0667150389,-0.0004846893
2016-12-15,1.0644578241,-0.002116043
2016-12-16,1.0648341017,0.0003534922
2016-12-19,1.0637944522,-0.0009763488
2016-12-20,1.0631943427,-0.0005641217
2016-12-21,1.0643664991,0.0011024856
2016-12-22,1.0637765027,-0.000554317
2016-12-23,1.0628757143,-0.0008467836
2016-12-26,1.0636314594,0.0007110381
2016-12-27,1.0636056114,-2.43017e-05
2016-12-28,1.0639951244,0.0003662194
2016-12-29,1.064067788,6.82931e-05
2016-12-30,1.0652683484,0.0011282744
2017-01-03,1.0673223346,0.0019281398
2017-01-04,1.068111326,0.000739225
2017-01-05,1.0691132819,0.0009380632
2017-01-06,1.06800734,-0.0010344478
2017-01-09,1.069571234,0.0014643101
2017-01-10,1.0699348703,0.0003399833
2017-01-11,1.0700583922,0.000115448
2017-01-12,1.069025017,-0.0009657185
2017-01-13,1.0692323968,0.0001939896
2017-01-16,1.0684088555,-0.0007702173
2017-01-17,1.0692050104,0.0007451781
2017-01-18,1.0699303452,0.0006783871
2017-01-19,1.069484166,-0.0004170171
2017-01-20,1.0701740807,0.0006450911
2017-01-23,1.0705277632,0.0003304907
2017-01-24,1.0706236554,8.95746e-05
2017-01-25,1.0720048425,0.0012900771
2017-01-26,1.0737684594,0.0016451576
2017-02-03,1.0725815477,-0.0011053702
2017-02-06,1.0740889472,0.0014053938
2017-02-07,1.0737880843,-0.0002801098
2017-02-08,1.0750533533,0.0011783228
2017-02-09,1.0757653856,0.0006623227
2017-02-10,1.0765128461,0.0006948174
2017-02-13,1.0780712793,0.0014476679
2017-02-14,1.0778404746,-0.0002140903
2017-02-15,1.0782202743,0.000352371
2017-02-16,1.0790241123,0.000745523
2017-02-17,1.0779559988,-0.0009898884
2017-02-20,1.0805237847,0.0023820878
2017-02-21,1.0806807368,0.0001452555
2017-02-22,1.0817855676,0.0010223471
2017-02-23,1.0814625945,-0.0002985556
2017-02-24,1.0810876477,-0.0003467034
2017-02-27,1.080593283,-0.0004572845
2017-02-28,1.0801005021,-0.0004560281
2017-03-01,1.080714564,0.0005685229
2017-03-02,1.0798962966,-0.000757154
2017-03-03,1.0793361857,-0.000518671
2017-03-06,1.0803426841,0.0009325161
2017-03-07,1.081233171,0.0008242634
2017-03-08,1.0813312171,9.06799e-05
2017-03-09,1.0797797575,-0.0014347682
2017-03-10,1.080164048,0.0003558971
2017-03-13,1.082202976,0.0018876096
2017-03-14,1.0822900829,8.04903e-05
2017-03-15,1.0825214093,0.000213738
2017-03-16,1.0849148305,0.0022109689
2017-03-17,1.0840851286,-0.0007647622
2017-03-20,1.0854942446,0.0012998205
2017-03-21,1.0864786832,0.0009069035
2017-03-22,1.0849183354,-0.0014361513
2017-03-23,1.0854094775,0.0004526995
2017-03-24,1.0863323773,0.0008502781
2017-03-27,1.0855242311,-0.0007439217
2017-03-28,1.0861041937,0.0005342696
2017-03-29,1.0862382348,0.0001234146
2017-03-30,1.0848860704,-0.0012448138
2017-03-31,1.0851960777,0.000285751
2017-04-05,1.0882700499,0.0028326422
2017-04-06,1.0883487451,7.23122e-05
2017-04-07,1.0886030314,0.0002336442
2017-04-10,1.088406959,-0.0001801138
2017-04-11,1.0880019322,-0.0003721281
2017-04-12,1.0883230907,0.000295182
2017-04-13,1.0881020896,-0.0002030657
2017-04-14,1.0870744293,-0.000944452
2017-04-17,1.0869113788,-0.0001499902
2017-04-18,1.0852794784,-0.0015014108
2017-04-19,1.0841052194,-0.0010819876
2017-04-20,1.0859024246,0.0016577775
2017-04-21,1.086054122,0.000139697
2017-04-24,1.085396374,-0.000605631
2017-04-25,1.0872237368,0.0016835903
2017-04-26,1.0878537518,0.0005794713
2017-04-27,1.088617982,0.000702512
2017-04-28,1.088183934,-0.0003987147
2017-05-02,1.0883939279,0.0001929765
2017-05-03,1.0879674848,-0.0003918096
2017-05-04,1.087363596,-0.0005550614
2017-05-05,1.0860327322,-0.0012239364
2017-05-08,1.0857862087,-0.0002269945
2017-05-09,1.0868499536,0.0009797001
2017-05-10,1.0865354408,-0.0002893801
2017-05-11,1.0872694509,0.0006755509
2017-05-12,1.088420859,0.0010589906
2017-05-15,1.0902120385,0.0016456681
2017-05-16,1.0920866747,0.0017195152
2017-05-17,1.0910716296,-0.0009294547
2017-05-18,1.0901730878,-0.0008235407
2017-05-19,1.0913235857,0.0010553352
2017-05-22,1.0918768221,0.0005069407
2017-05-23,1.0916716114,-0.0001879431
2017-05-24,1.0920856398,0.000379261
2017-05-25,1.0949455034,0.0026187173
2017-05-26,1.0947835477,-0.0001479122
2017-05-31,1.0950143099,0.0002107834
2017-06-01,1.0940780453,-0.000855025
2017-06-02,1.0945053121,0.0003905267
2017-06-05,1.094032003,-0.0004324411
2017-06-06,1.0958733575,0.0016830901
2017-06-07,1.0982367409,0.0021566209
2017-06-08,1.1001602608,0.0017514619
2017-06-09,1.1012066418,0.000951117
2017-06-12,1.0999871447,-0.001107419
2017-06-13,1.1017913825,0.0016402354
2017-06-14,1.0997696266,-0.0018349717
2017-06-15,1.0985804832,-0.0010812658
2017-06-16,1.098898161,0.0002891711
2017-06-19,1.1019796633,0.0028041746
2017-06-20,1.1012236892,-0.0006860146
2017-06-21,1.1022668355,0.000947261
2017-06-22,1.1018298809,-0.0003964146
2017-06-23,1.1032926535,0.0013275848
2017-06-26,1.1067685773,0.0031505003
2017-06-27,1.107406574,0.00057645
2017-06-28,1.1052940317,-0.0019076483
2017-06-29,1.1073834221,0.001890348
2017-06-30,1.1069008511,-0.0004357759
2017-07-03,1.1077799889,0.0007942336
2017-07-04,1.1049449155,-0.0025592387
2017-07-05,1.1071912745,0.0020330054
2017-07-06,1.1068218179,-0.0003336881
2017-07-07,1.1061489108,-0.0006079634
2017-07-10,1.1065003645,0.0003177273
2017-07-11,1.1079315566,0.0012934403
2017-07-12,1.1080722321,0.0001269713
2017-07-13,1.1103852284,0.0020874057
2017-07-14,1.1108096602,0.0003822384
2017-07-17,1.1065905308,-0.0037982469
2017-07-18,1.107163446,0.0005177301
2017-07-19,1.1105782305,0.0030842641
2017-07-20,1.111694702,0.0010053065
2017-07-21,1.1107406841,-0.0008581654
2017-07-24,1.1124911082,0.0015759071
2017-07-25,1.1125190613,2.51265e-05
2017-07-26,1.1119131628,-0.0005446185
2017-07-27,1.1139204667,0.0018052704
2017-07-28,1.1136572818,-0.000236269
2017-07-31,1.1157689701,0.0018961743
2017-08-01,1.1177931846,0.0018141878
2017-08-02,1.1167569176,-0.0009270651
2017-08-03,1.115355124,-0.0012552361
2017-08-04,1.1141964032,-0.0010388806
2017-08-07,1.1162583513,0.0018506145
2017-08-08,1.1176200864,0.0012199103
2017-08-09,1.1178160922,0.0001753779
2017-08-10,1.1152010605,-0.0023394114
2017-08-11,1.1105856574,-0.0041386288
2017-08-14,1.1152612724,0.0042100445
2017-08-15,1.1157488933,0.0004372257
2017-08-16,1.1169199043,0.0010495292
2017-08-17,1.117215063,0.0002642613
2017-08-18,1.1167124827,-0.0004498509
2017-08-21,1.1180694953,0.0012151853
2017-08-22,1.1189348924,0.0007740101
2017-08-23,1.1188533863,-7.28426e-05
2017-08-24,1.1175602755,-0.0011557463
2017-08-25,1.1218029785,0.0037963974
2017-08-28,1.1241041982,0.0020513582
2017-08-29,1.1232518094,-0.0007582827
2017-08-30,1.1242274649,0.0008685991
2017-08-31,1.1241203168,-9.53082e-05
2017-09-01,1.124769746,0.0005777221
2017-09-04,1.1251660548,0.0003523466
2017-09-05,1.1254945464,0.0002919495
2017-09-06,1.1255030281,7.5359e-06
2017-09-07,1.1243401123,-0.0010332409
2017-09-08,1.1245845474,0.0002174032
2017-09-11,1.1260845913,0.0013338649
2017-09-12,1.1270871094,0.0008902689
2017-09-13,1.1282680978,0.0010478235
2017-09-14,1.1277575937,-0.0004524671
2017-09-15,1.1276029033,-0.0001371664
2017-09-18,1.130398198,0.0024789709
2017-09-19,1.1296322441,-0.0006775966
2017-09-20,1.1314207223,0.0015832394
2017-09-21,1.1306393894,-0.0006905768
2017-09-22,1.1297459188,-0.0007902348
2017-09-25,1.1289440415,-0.0007097855
2017-09-26,1.1290289388,7.52006e-05
2017-09-27,1.1300729479,0.0009246965
2017-09-28,1.129826768,-0.0002178443
2017-09-29,1.1319012214,0.001836081
2017-10-09,1.1379551316,0.0053484439
2017-10-10,1.1402010505,0.0019736445
2017-10-11,1.1398925704,-0.0002705488
2017-10-12,1.1402644419,0.0003262338
2017-10-13,1.1417364154,0.0012909054
2017-10-16,1.1403058338,-0.0012529877
2017-10-17,1.1404485586,0.0001251637
2017-10-18,1.1420136823,0.0013723755
2017-10-19,1.1403843067,-0.0014267566
2017-10-20,1.1420565023,0.0014663439
2017-10-23,1.1433204187,0.0011067022
2017-10-24,1.1437490695,0.0003749174
2017-10-25,1.1454543018,0.0014909147
2017-10-26,1.1456952672,0.0002103667
2017-10-27,1.1479073379,0.001930767
2017-10-30,1.1450220351,-0.0025135329
2017-10-31,1.1450869717,5.67121e-05
2017-11-01,1.1460270387,0.0008209569
2017-11-02,1.1445194925,-0.0013154543
2017-11-03,1.144000239,-0.0004536869
2017-11-06,1.1485757745,0.0039995932
2017-11-07,1.1510826315,0.0021825787
2017-11-08,1.1503992883,-0.0005936526
2017-11-09,1.1531784587,0.0024158311
2017-11-10,1.1552149898,0.0017660156
2017-11-13,1.1562557139,0.0009008921
2017-11-14,1.1529452278,-0.0028631089
2017-11-15,1.1495693778,-0.0029280228
2017-11-16,1.152630414,0.0026627677
2017-11-17,1.1500287168,-0.0022571825
2017-11-20,1.151842901,0.0015775121
2017-11-21,1.1559654262,0.0035790689
2017-11-22,1.1559294126,-3.11545e-05
2017-11-23,1.1466466537,-0.0080305587
2017-11-24,1.1465274661,-0.0001039444
2017-11-27,1.1428666717,-0.0031929408
2017-11-28,1.1451084114,0.0019615059
2017-11-29,1.1445087774,-0.0005236482
2017-11-30,1.1411583722,-0.002927374
2017-12-01,1.1428804005,0.0015090178
2017-12-04,1.1432960141,0.0003636546
2017-12-05,1.1402004242,-0.0027076014
2017-12-06,1.1384485142,-0.0015364931
2017-12-07,1.1372441482,-0.0010579011
2017-12-08,1.1411854451,0.0034656558
2017-12-11,1.1467598526,0.0048847517
2017-12-12,1.142813909,-0.0034409503
2017-12-13,1.1460539696,0.0028351603
2017-12-14,1.1445526923,-0.0013099534
2017-12-15,1.1411698247,-0.0029556242
2017-12-18,1.1422254727,0.0009250577
2017-12-19,1.1459000502,0.0032170334
2017-12-20,1.1449336871,-0.0008433224
2017-12-21,1.1473717812,0.0021294632
2017-12-22,1.1477152069,0.000299315
2017-12-25,1.146311316,-0.0012232049
2017-12-26,1.1477807013,0.0012818379
2017-12-27,1.1435880028,-0.0036528742
2017-12-28,1.1457868304,0.0019227446
2017-12-29,1.1476553864,0.001630806
2018-01-02,1.153530225,0.0051189919
2018-01-03,1.1563216493,0.002419897
2018-01-04,1.1581858885,0.0016122151
2018-01-05,1.1589500533,0.0006597946
2018-01-08,1.1606401222,0.0014582759
2018-01-09,1.1628082185,0.0018680177
2018-01-10,1.1624272403,-0.0003276363
2018-01-11,1.1634111441,0.0008464218
2018-01-12,1.164270164,0.0007383632
2018-01-15,1.1600072886,-0.0036614143
2018-01-16,1.1630688486,0.0026392593
2018-01-17,1.1634711563,0.0003459019
2018-01-18,1.1650174517,0.0013290363
2018-01-19,1.1647109569,-0.0002630818
2018-01-22,1.1697552015,0.0043308982
2018-01-23,1.1729076396,0.0026949554
2018-01-24,1.1754540517,0.0021710253
2018-01-25,1.1725092446,-0.0025052507
2018-01-26,1.1741229584,0.0013762909
2018-01-29,1.167526192,-0.005618463
2018-01-30,1.1638023851,-0.0031894846
2018-01-31,1.1619465563,-0.0015946253
2018-02-01,1.154570023,-0.0063484274
2018-02-02,1.1540057416,-0.0004887372
2018-02-05,1.152186456,-0.0015764961
2018-02-06,1.1352626108,-0.0146884605
2018-02-07,1.1305272963,-0.0041711182
2018-02-08,1.1297114592,-0.000721643
2018-02-09,1.1149319095,-0.0130825881
2018-02-12,1.1217739408,0.0061367257
2018-02-13,1.1257202754,0.0035179411
2018-02-14,1.1299437181,0.0037517692
2018-02-22,1.1390922348,0.0080964358
2018-02-23,1.141144308,0.0018014987
2018-02-26,1.1487766666,0.0066883378
2018-02-27,1.145758452,-0.0026273293
2018-02-28,1.1431855841,-0.0022455587
2018-03-01,1.1473762141,0.0036657478
2018-03-02,1.1441639055,-0.0027996995
2018-03-05,1.1444899025,0.0002849216
2018-03-06,1.1512371499,0.0058954189
2018-03-07,1.1475927279,-0.0031656571
2018-03-08,1.1530832984,0.0047844243
2018-03-09,1.1590490362,0.0051737267
2018-03-12,1.164097779,0.0043559355
2018-03-13,1.1602025901,-0.0033461011
2018-03-14,1.1568133796,-0.002921223
2018-03-15,1.15719873,0.0003331137
2018-03-16,1.1554035009,-0.0015513576
2018-03-19,1.1574311305,0.0017549103
2018-03-20,1.1601371461,0.0023379496
2018-03-21,1.1578967845,-0.0019311179
2018-03-22,1.153589076,-0.0037202871
2018-03-23,1.136816185,-0.014539745
2018-03-26,1.1412750699,0.0039222568
2018-03-27,1.1470209419,0.0050346074
2018-03-28,1.1406705914,-0.0055363858
2018-03-29,1.1446258051,0.003467446
2018-03-30,1.1491529156,0.0039551009
2018-04-02,1.1479411254,-0.0010545074
2018-04-03,1.1454294334,-0.0021879972
2018-04-04,1.14224839,-0.0027771623
2018-04-09,1.1454690904,0.0028196147
2018-04-10,1.1519528937,0.0056603913
2018-04-11,1.1537413315,0.0015525269
2018-04-12,1.1512787126,-0.0021344636
2018-04-13,1.1489220769,-0.0020469724
2018-04-16,1.1444070894,-0.0039297595
2018-04-17,1.1367468029,-0.0066936727
2018-04-18,1.1423766534,0.0049525985
2018-04-19,1.1462477825,0.0033886626
2018-04-20,1.1387901514,-0.0065061248
2018-04-23,1.1371700626,-0.0014226403
2018-04-24,1.1469130688,0.0085677654
2018-04-25,1.1470263893,9.88047e-05
2018-04-26,1.139947038,-0.0061719167
2018-04-27,1.1429062677,0.0025959361
2018-05-02,1.1458437499,0.0025701865
2018-05-03,1.1472317769,0.001211358
2018-05-04,1.1466021158,-0.0005488525
2018-05-07,1.1540527786,0.0064980369
2018-05-08,1.1578330221,0.0032756245
2018-05-09,1.1582336375,0.0003460044
2018-05-10,1.1624509923,0.0036411952
2018-05-11,1.1587089206,-0.0032191221
2018-05-14,1.1609094251,0.0018991003
2018-05-15,1.1637622056,0.002457367
2018-05-16,1.1634433673,-0.0002739721
2018-05-17,1.1606615144,-0.0023910514
2018-05-18,1.1636021144,0.0025335552
2018-05-21,1.1681128651,0.0038765405
2018-05-22,1.1691275025,0.0008686125
2018-05-23,1.162530598,-0.0056425878
2018-05-24,1.1613208229,-0.0010406394
2018-05-25,1.1583043153,-0.0025974799
2018-05-28,1.1593926017,0.0009395513
2018-05-29,1.1531398659,-0.0053931134
2018-05-30,1.1433039739,-0.0085296609
2018-05-31,1.1519599146,0.007570988
2018-06-01,1.1460887645,-0.0050966617
2018-06-04,1.1481180029,0.001770577
2018-06-05,1.1547342301,0.0057626718
2018-06-06,1.1551396439,0.0003510884
2018-06-07,1.1536810165,-0.0012627282
2018-06-08,1.1475657957,-0.0053006167
2018-06-11,1.1451437615,-0.0021105841
2018-06-12,1.1508469796,0.0049803512
2018-06-13,1.1442118533,-0.0057654288
2018-06-14,1.1413182289,-0.0025289236
2018-06-15,1.1356890206,-0.0049321987
2018-06-19,1.1130553357,-0.0199294741
2018-06-20,1.1189331026,0.0052807499
2018-06-21,1.1109902387,-0.0070986048
2018-06-22,1.1166896724,0.0051300484
2018-06-25,1.1116959399,-0.0044719071
2018-06-26,1.1122417205,0.0004909441
2018-06-27,1.105309402,-0.0062327445
2018-06-28,1.1019653951,-0.0030254035
2018-06-29,1.1173197265,0.0139335877
2018-07-02,1.1080224155,-0.0083210837
2018-07-03,1.1102025103,0.0019675548
2018-07-04,1.1026230222,-0.0068271221
2018-07-05,1.0944914635,-0.0073747405
2018-07-06,1.0973918404,0.0026499767
2018-07-09,1.1108724196,0.0122841985
2018-07-10,1.1127462459,0.001686806
2018-07-11,1.102805794,-0.0089332603
2018-07-12,1.1162291897,0.0121720395
2018-07-13,1.1197289438,0.0031353365
2018-07-16,1.1184016585,-0.001185363
2018-07-17,1.1159780324,-0.0021670445
2018-07-18,1.1140579064,-0.0017205769
2018-07-19,1.1106032607,-0.003100957
2018-07-20,1.1198461655,0.0083224182
2018-07-23,1.120976242,0.0010091355
2018-07-24,1.1305002825,0.0084962019
2018-07-25,1.1324725485,0.0017445958
2018-07-26,1.1274956596,-0.0043947104
2018-07-27,1.1253452688,-0.0019072275
2018-07-30,1.1210786193,-0.0037914137
2018-07-31,1.1212806967,0.0001802526
2018-08-01,1.1120641278,-0.0082196803
2018-08-02,1.0992583424,-0.01151533
2018-08-03,1.0929709735,-0.0057196463
2018-08-06,1.0851466817,-0.0071587371
2018-08-07,1.09890864,0.012682118
2018-08-08,1.0906994657,-0.0074702973
2018-08-09,1.1030544496,0.0113275785
2018-08-10,1.1048522929,0.0016298773
2018-08-13,1.1034395703,-0.0012786529
2018-08-14,1.1014473053,-0.0018055044
2018-08-15,1.0877359987,-0.0124484454
2018-08-16,1.0844793292,-0.0029939889
2018-08-17,1.0761974625,-0.0076367216
2018-08-20,1.0799612946,0.0034973435
2018-08-21,1.0882030551,0.0076315332
2018-08-22,1.0846847457,-0.0032331369
2018-08-23,1.0871210583,0.0022461021
2018-08-24,1.0875558161,0.0003999166
2018-08-27,1.1015651296,0.0128814662
2018-08-28,1.1010868403,-0.0004341907
2018-08-29,1.0984558864,-0.0023894154
2018-08-30,1.091548252,-0.006288495
2018-08-31,1.0856236995,-0.0054276598
2018-09-03,1.0851873919,-0.0004018957
2018-09-04,1.0909343319,0.0052958042
2018-09-05,1.0798355229,-0.0101736728
2018-09-06,1.074912136,-0.0045593859
2018-09-07,1.0769177148,0.0018658072
2018-09-10,1.0673469886,-0.0088871472
2018-09-11,1.0663551826,-0.0009292254
2018-09-12,1.0639780858,-0.0022291793
2018-09-13,1.0687518984,0.0044867584
2018-09-14,1.0671513098,-0.0014976241
2018-09-17,1.0589719705,-0.0076646481
2018-09-18,1.0695615262,0.0099998452
2018-09-19,1.0773776317,0.0073077661
2018-09-20,1.0770760785,-0.0002798955
2018-09-21,1.0905046911,0.0124676546
2018-09-25,1.0873659289,-0.0028782657
2018-09-26,1.0923071549,0.0045442164
2018-09-27,1.0888263896,-0.0031866177
2018-09-28,1.0945161369,0.005225578
2018-10-08,1.067238175,-0.0249223935
2018-10-09,1.0661945759,-0.0009778502
2018-10-10,1.0647923453,-0.0013151733
2018-10-11,1.0311020689,-0.0316402316
2018-10-12,1.0352661854,0.0040385105
2018-10-15,1.0260414714,-0.0089104755
2018-10-16,1.0184370339,-0.0074114329
2018-10-17,1.0216992468,0.0032031562
2018-10-18,1.008008148,-0.0134003218
2018-10-19,1.0233835063,0.0152532083
2018-10-22,1.050766702,0.0267575113
2018-10-23,1.0363579756,-0.0137125838
