type,date,name,code,close,pct_change,note
us_index,2026-06-30,美股医疗ETF(IYH),IYH,67.01,-1.35,美股收盘(回填历史)
us_index,2026-06-30,美股纳指100QQQ,QQQ,736.4,1.7,美股收盘(回填历史)
us_index,2026-06-30,美股医疗保健XLV,XLV,158.66,-1.29,美股收盘(回填历史)
index,2026-06-30,十年国债收益率,十年国债收益率,1.733,0,回填历史
index,2026-07-01,上证指数,000001,4112.44,0.44,回填历史
index,2026-07-01,中证消费,000932,11921.47,2.26,回填历史
index,2026-07-01,创业板指,399006,4260.72,-1.89,回填历史
us_index,2026-07-01,美股道指DIA,DIA,522.4,0.0,美股收盘(回填历史)
us_index,2026-07-01,美股医疗ETF(IYH),IYH,67.44,0.64,美股收盘(回填历史)
us_index,2026-07-01,美股纳指100QQQ,QQQ,725.17,-1.52,美股收盘(回填历史)
us_index,2026-07-01,美股医疗保健XLV,XLV,159.54,0.55,美股收盘(回填历史)
index,2026-07-01,十年国债收益率,十年国债收益率,1.7448,0,回填历史
index,2026-07-02,上证指数,000001,4028.9,-2.03,回填历史
index,2026-07-02,中证消费,000932,11885.58,-0.3,回填历史
index,2026-07-02,创业板指,399006,4017.27,-5.71,回填历史
us_index,2026-07-02,美股道指DIA,DIA,527.88,1.05,美股收盘(回填历史)
index,2026-07-02,恒生指数,HSI,23055.03,0.76,回填历史
index,2026-07-02,恒生科技,HSTECH,4454.28,-0.4,回填历史
us_index,2026-07-02,美股医疗ETF(IYH),IYH,69.21,2.62,美股收盘(回填历史)
us_index,2026-07-02,美股纳指100QQQ,QQQ,712.6,-1.73,美股收盘(回填历史)
us_index,2026-07-02,美股医疗保健XLV,XLV,163.74,2.63,美股收盘(回填历史)
index,2026-07-02,十年国债收益率,十年国债收益率,1.741,0,回填历史
index,2026-07-03,上证指数,000001,4043.64,0.37,回填历史
index,2026-07-03,中证消费,000932,11888.28,0.02,回填历史
index,2026-07-03,创业板指,399006,4019.93,0.07,回填历史
index,2026-07-03,恒生指数,HSI,23350.03,1.28,回填历史
index,2026-07-03,恒生科技,HSTECH,4499.0,1.0,回填历史
index,2026-07-03,十年国债收益率,十年国债收益率,1.7463,0,回填历史
index,2026-07-06,上证指数,000001,4041.24,-0.06,回填历史
index,2026-07-06,中证消费,000932,12125.18,1.99,回填历史
index,2026-07-06,创业板指,399006,3948.86,-1.77,回填历史
us_index,2026-07-06,美股道指DIA,DIA,530.09,0.42,美股收盘(回填历史)
index,2026-07-06,恒生指数,HSI,23616.32,1.14,回填历史
index,2026-07-06,恒生科技,HSTECH,4541.23,0.94,回填历史
us_index,2026-07-06,美股医疗ETF(IYH),IYH,68.57,-0.92,美股收盘(回填历史)
us_index,2026-07-06,美股纳指100QQQ,QQQ,722.82,1.43,美股收盘(回填历史)
us_index,2026-07-06,美股医疗保健XLV,XLV,161.96,-1.09,美股收盘(回填历史)
index,2026-07-06,十年国债收益率,十年国债收益率,1.7379,0,回填历史
index,2026-07-07,上证指数,000001,3990.24,-1.26,回填历史
index,2026-07-07,中证消费,000932,11942.85,-1.5,回填历史
index,2026-07-07,创业板指,399006,3911.91,-0.94,回填历史
us_index,2026-07-07,美股道指DIA,DIA,528.45,-0.31,美股收盘(回填历史)
index,2026-07-07,恒生指数,HSI,23496.89,-0.51,回填历史
index,2026-07-07,恒生科技,HSTECH,4507.04,-0.75,回填历史
us_index,2026-07-07,美股医疗ETF(IYH),IYH,69.57,1.46,美股收盘(回填历史)
us_index,2026-07-07,美股纳指100QQQ,QQQ,709.43,-1.85,美股收盘(回填历史)
us_index,2026-07-07,美股医疗保健XLV,XLV,164.44,1.53,美股收盘(回填历史)
index,2026-07-07,十年国债收益率,十年国债收益率,1.7406,0,回填历史
index,2026-07-08,上证指数,000001,3970.88,-0.49,回填历史
index,2026-07-08,中证消费,000932,11853.82,-0.75,回填历史
index,2026-07-08,创业板指,399006,3845.35,-1.7,回填历史
us_index,2026-07-08,美股道指DIA,DIA,522.77,-1.07,美股收盘(回填历史)
index,2026-07-08,恒生指数,HSI,24199.46,2.99,回填历史
index,2026-07-08,恒生科技,HSTECH,4731.02,4.97,回填历史
us_index,2026-07-08,美股医疗ETF(IYH),IYH,68.56,-1.45,美股收盘(回填历史)
us_index,2026-07-08,美股纳指100QQQ,QQQ,711.44,0.28,美股收盘(回填历史)
us_index,2026-07-08,美股医疗保健XLV,XLV,162.3,-1.3,美股收盘(回填历史)
index,2026-07-08,十年国债收益率,十年国债收益率,1.7385,0,回填历史
index,2026-07-09,上证指数,000001,4036.59,1.65,回填历史
index,2026-07-09,中证消费,000932,11736.47,-0.99,回填历史
index,2026-07-09,创业板指,399006,4018.17,4.49,回填历史
us_index,2026-07-09,美股道指DIA,DIA,524.19,0.27,美股收盘(回填历史)
index,2026-07-09,恒生指数,HSI,24030.18,-0.7,回填历史
